pathway,overlap,gene_set_size,pathway_size,p_value
REGULATION OF DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,1,232,3,0.1680558807703761
DEOXYGUANOSINE METABOLIC PROCESS,1,232,3,0.1680558807703761
MANGANESE ION TRANSPORT,1,232,3,0.1680558807703761
POSITIVE REGULATION OF CIRCADIAN SLEEP WAKE CYCLE NON REM SLEEP,1,232,3,0.1680558807703761
RESPONSE TO PEPTIDOGLYCAN,1,232,3,0.1680558807703761
NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY,1,232,3,0.1680558807703761
RESPONSE TO MURAMYL DIPEPTIDE,1,232,3,0.1680558807703761
PURINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS,1,232,3,0.1680558807703761
CHORIONIC TROPHOBLAST CELL DIFFERENTIATION,1,232,3,0.1680558807703761
GOLGI TO PLASMA MEMBRANE PROTEIN TRANSPORT,1,232,3,0.1680558807703761
LEUKOCYTE ADHESION TO ARTERIAL ENDOTHELIAL CELL,1,232,3,0.1680558807703761
PRESYNAPTIC DENSE CORE VESICLE EXOCYTOSIS,1,232,3,0.1680558807703761
REGULATION OF SYNAPTIC MEMBRANE ADHESION,1,232,3,0.1680558807703761
REGULATION OF GASTRO INTESTINAL SYSTEM SMOOTH MUSCLE CONTRACTION,1,232,3,0.1680558807703761
ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME,1,232,3,0.1680558807703761
DEHYDROASCORBIC ACID TRANSPORT,1,232,3,0.1680558807703761
RESPONSE TO INTERLEUKIN 18,1,232,3,0.1680558807703761
CELLULAR RESPONSE TO INTERLEUKIN 18,1,232,3,0.1680558807703761
ISOPRENOID CATABOLIC PROCESS,1,232,3,0.1680558807703761
MYELOID DENDRITIC CELL CHEMOTAXIS,1,232,3,0.1680558807703761
CELLULAR RESPONSE TO GLUCAGON STIMULUS,1,232,3,0.1680558807703761
REGULATION OF LOW DENSITY LIPOPROTEIN PARTICLE CLEARANCE,1,232,3,0.1680558807703761
RENAL PROTEIN ABSORPTION,1,232,3,0.1680558807703761
PLASMA MEMBRANE LACTATE TRANSPORT,1,232,3,0.1680558807703761
GLUCOCORTICOID SECRETION,1,232,3,0.1680558807703761
PHAGOSOME MATURATION,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF INTERLEUKIN 5 PRODUCTION,1,232,3,0.1680558807703761
POSITIVE REGULATION OF NEUTROPHIL APOPTOTIC PROCESS,1,232,3,0.1680558807703761
ACYLGLYCEROL TRANSPORT,1,232,3,0.1680558807703761
PORE COMPLEX ASSEMBLY,1,232,3,0.1680558807703761
PYRIMIDINE CONTAINING COMPOUND BIOSYNTHETIC PROCESS,1,232,3,0.1680558807703761
T CELL EXTRAVASATION,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE,1,232,3,0.1680558807703761
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 9 SIGNALING PATHWAY,1,232,3,0.1680558807703761
REGULATION OF TOLL LIKE RECEPTOR 9 SIGNALING PATHWAY,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF FATTY ACID TRANSPORT,1,232,3,0.1680558807703761
POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES,1,232,3,0.1680558807703761
ISOTYPE SWITCHING TO IGG ISOTYPES,1,232,3,0.1680558807703761
DETERMINATION OF DORSAL VENTRAL ASYMMETRY,1,232,3,0.1680558807703761
POSITIVE REGULATION OF CORTICOSTEROID HORMONE SECRETION,1,232,3,0.1680558807703761
PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR,1,232,3,0.1680558807703761
PROTEIN NITROSYLATION,1,232,3,0.1680558807703761
POSITIVE REGULATION OF CIRCADIAN SLEEP WAKE CYCLE SLEEP,1,232,3,0.1680558807703761
INDOLALKYLAMINE METABOLIC PROCESS,1,232,3,0.1680558807703761
PURINE DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS,1,232,3,0.1680558807703761
REGULATION OF GLYCOGEN CATABOLIC PROCESS,1,232,3,0.1680558807703761
DGMP METABOLIC PROCESS,1,232,3,0.1680558807703761
GLYCINE TRANSPORT,1,232,3,0.1680558807703761
GMP METABOLIC PROCESS,1,232,3,0.1680558807703761
GMP CATABOLIC PROCESS,1,232,3,0.1680558807703761
CHORION DEVELOPMENT,1,232,3,0.1680558807703761
GUANINE METABOLIC PROCESS,1,232,3,0.1680558807703761
COBALAMIN TRANSPORT,1,232,3,0.1680558807703761
LEUKOCYTE CHEMOTAXIS INVOLVED IN INFLAMMATORY RESPONSE,1,232,3,0.1680558807703761
GLUCOSE 6 PHOSPHATE METABOLIC PROCESS,1,232,3,0.1680558807703761
REGULATION OF FATTY ACID BETA OXIDATION,1,232,3,0.1680558807703761
REGULATION OF NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR SIGNALING PATHWAY,1,232,3,0.1680558807703761
POSITIVE REGULATION OF RESPONSE TO NUTRIENT LEVELS,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF FATTY ACID OXIDATION,1,232,3,0.1680558807703761
REGULATION OF SMALL INTESTINE SMOOTH MUSCLE CONTRACTION,1,232,3,0.1680558807703761
PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS,1,232,3,0.1680558807703761
FAT SOLUBLE VITAMIN CATABOLIC PROCESS,1,232,3,0.1680558807703761
INSULIN PROCESSING,1,232,3,0.1680558807703761
GUANINE CATABOLIC PROCESS,1,232,3,0.1680558807703761
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS,1,232,3,0.1680558807703761
PURINE NUCLEOSIDE CATABOLIC PROCESS,1,232,3,0.1680558807703761
ER OVERLOAD RESPONSE,1,232,3,0.1680558807703761
OLIGOSACCHARIDE BIOSYNTHETIC PROCESS,1,232,3,0.1680558807703761
TERPENOID CATABOLIC PROCESS,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF SYNAPSE ASSEMBLY,1,232,3,0.1680558807703761
ALLANTOIN METABOLIC PROCESS,1,232,3,0.1680558807703761
CYTOLYSIS BY HOST OF SYMBIONT CELLS,1,232,3,0.1680558807703761
CORTICOTROPIN SECRETION,1,232,3,0.1680558807703761
RESPONSE TO CORTISOL,1,232,3,0.1680558807703761
POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR,1,232,3,0.1680558807703761
NEGATIVE REGULATION OF MACROPHAGE DIFFERENTIATION,1,232,3,0.1680558807703761
POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR,1,232,3,0.1680558807703761
PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,232,3,0.1680558807703761
POSITIVE REGULATION OF FIBROBLAST APOPTOTIC PROCESS,1,232,3,0.1680558807703761
HYDROGEN PEROXIDE BIOSYNTHETIC PROCESS,1,232,3,0.1680558807703761
REGULATION OF HEPATIC STELLATE CELL ACTIVATION,1,232,3,0.1680558807703761
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE,3,232,24,0.168201801826094
POSITIVE REGULATION OF PROTEIN LOCALIZATION,9,232,105,0.17013510296080062
LYMPHOCYTE MEDIATED IMMUNITY,8,232,91,0.17143974824537073
CARBOHYDRATE HOMEOSTASIS,8,232,91,0.17143974824537073
NEGATIVE REGULATION OF VASCULATURE DEVELOPMENT,5,232,50,0.17376691946876474
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,4,232,37,0.1749556568448173
CARBOHYDRATE BIOSYNTHETIC PROCESS,4,232,37,0.1749556568448173
SMALL MOLECULE CATABOLIC PROCESS,4,232,37,0.1749556568448173
CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL,6,232,64,0.17826744580965592
TEMPERATURE HOMEOSTASIS,6,232,64,0.17826744580965592
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN,2,232,13,0.17874361211076983
VITAMIN TRANSPORT,2,232,13,0.17874361211076983
POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION,2,232,13,0.17874361211076983
CELLULAR RESPIRATION,2,232,13,0.17874361211076983
NEGATIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,2,232,13,0.17874361211076983
GLUCAN METABOLIC PROCESS,2,232,13,0.17874361211076983
T CELL CYTOKINE PRODUCTION,2,232,13,0.17874361211076983
REGULATION OF GAMMA DELTA T CELL ACTIVATION,2,232,13,0.17874361211076983
POLYSACCHARIDE BIOSYNTHETIC PROCESS,2,232,13,0.17874361211076983
COLLAGEN CATABOLIC PROCESS,2,232,13,0.17874361211076983
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,2,232,13,0.17874361211076983
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION,2,232,13,0.17874361211076983
RESPONSE TO FOOD,2,232,13,0.17874361211076983
B CELL HOMEOSTASIS,2,232,13,0.17874361211076983
MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,2,232,13,0.17874361211076983
RENAL ABSORPTION,2,232,13,0.17874361211076983
D GLUCOSE IMPORT,3,232,25,0.18328383560136102
PROTEIN TETRAMERIZATION,3,232,25,0.18328383560136102
AMINE METABOLIC PROCESS,3,232,25,0.18328383560136102
REGULATION OF T CELL MEDIATED IMMUNITY,3,232,25,0.18328383560136102
SMALL MOLECULE BIOSYNTHETIC PROCESS,9,232,107,0.18384665790339988
POSITIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,9,232,107,0.18384665790339988
RESPONSE TO PURINE CONTAINING COMPOUND,5,232,51,0.1839916817703762
ENDOCYTOSIS,12,232,152,0.19088170023491513
MONOATOMIC CATION TRANSMEMBRANE TRANSPORT,15,232,197,0.19146612164816842
PROTEIN CONTAINING COMPLEX ORGANIZATION,18,232,243,0.19365425020359772
LEUKOCYTE MEDIATED CYTOTOXICITY,5,232,52,0.19443246654382543
RESPONSE TO CORTICOSTEROID,5,232,52,0.19443246654382543
NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION,3,232,26,0.19870879667126692
NEGATIVE REGULATION OF WOUND HEALING,3,232,26,0.19870879667126692
HOST MEDIATED PERTURBATION OF SYMBIONT PROCESS,3,232,26,0.19870879667126692
NEGATIVE REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,3,232,26,0.19870879667126692
FATTY ACID TRANSPORT,3,232,26,0.19870879667126692
HAIR CELL DIFFERENTIATION,3,232,26,0.19870879667126692
CELLULAR RESPONSE TO INTERLEUKIN 1,3,232,26,0.19870879667126692
REGULATION OF NUCLEAR DIVISION,3,232,26,0.19870879667126692
VISUAL BEHAVIOR,3,232,26,0.19870879667126692
MICROTUBULE BUNDLE FORMATION,3,232,26,0.19870879667126692
INTEGRIN MEDIATED SIGNALING PATHWAY,4,232,39,0.1994255089630025
REGULATION OF NEUROINFLAMMATORY RESPONSE,2,232,14,0.20079696853701354
ICOSANOID BIOSYNTHETIC PROCESS,2,232,14,0.20079696853701354
ZYMOGEN ACTIVATION,2,232,14,0.20079696853701354
POSITIVE REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,2,232,14,0.20079696853701354
EXTRACELLULAR MATRIX DISASSEMBLY,2,232,14,0.20079696853701354
CERAMIDE BIOSYNTHETIC PROCESS,2,232,14,0.20079696853701354
CELLULAR RESPONSE TO FATTY ACID,2,232,14,0.20079696853701354
CELL VOLUME HOMEOSTASIS,2,232,14,0.20079696853701354
PROTEIN HOMOTETRAMERIZATION,2,232,14,0.20079696853701354
REGULATION OF INTERLEUKIN 4 PRODUCTION,2,232,14,0.20079696853701354
LYTIC VACUOLE ORGANIZATION,2,232,14,0.20079696853701354
REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS,2,232,14,0.20079696853701354
REGULATION OF MACROPHAGE CYTOKINE PRODUCTION,2,232,14,0.20079696853701354
CELL JUNCTION DISASSEMBLY,2,232,14,0.20079696853701354
TYPE B PANCREATIC CELL PROLIFERATION,2,232,14,0.20079696853701354
STEM CELL DIVISION,2,232,14,0.20079696853701354
TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,2,232,14,0.20079696853701354
REGULATION OF IMMUNOGLOBULIN PRODUCTION,2,232,14,0.20079696853701354
REGULATION OF CELLULAR COMPONENT BIOGENESIS,15,232,199,0.20207509620224706
PROTEIN PROCESSING,5,232,53,0.20507624397178553
T CELL DIFFERENTIATION IN THYMUS,4,232,40,0.21203097395268963
PROTEIN TRANSPORT,15,232,201,0.21295358621274388
REGULATION OF LYMPHOCYTE DIFFERENTIATION,7,232,82,0.21316881285963726
REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,3,232,27,0.21443164193559802
REGULATION OF GLUCOSE METABOLIC PROCESS,3,232,27,0.21443164193559802
POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION,3,232,27,0.21443164193559802
VASODILATION,3,232,27,0.21443164193559802
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION,10,232,126,0.21445174770018713
POSITIVE REGULATION OF CELL CELL ADHESION,10,232,126,0.21445174770018713
RECEPTOR MEDIATED ENDOCYTOSIS,5,232,54,0.21590975015327474
LYMPHOCYTE ANERGY,1,232,4,0.2175712824279627
NEUTROPHIL MEDIATED KILLING OF BACTERIUM,1,232,4,0.2175712824279627
DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,1,232,4,0.2175712824279627
POSITIVE REGULATION OF MYELOID CELL APOPTOTIC PROCESS,1,232,4,0.2175712824279627
POSITIVE REGULATION OF KILLING OF CELLS OF ANOTHER ORGANISM,1,232,4,0.2175712824279627
REGULATION OF NATURAL KILLER CELL PROLIFERATION,1,232,4,0.2175712824279627
ENGULFMENT OF APOPTOTIC CELL,1,232,4,0.2175712824279627
DE NOVO PROTEIN FOLDING,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF ORGANELLE ASSEMBLY,1,232,4,0.2175712824279627
DEDIFFERENTIATION,1,232,4,0.2175712824279627
NUCLEOBASE CONTAINING SMALL MOLECULE CATABOLIC PROCESS,1,232,4,0.2175712824279627
PREPULSE INHIBITION,1,232,4,0.2175712824279627
PRIMARY AMINO COMPOUND BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
ACETYL COA METABOLIC PROCESS,1,232,4,0.2175712824279627
PHOTORECEPTOR CELL OUTER SEGMENT ORGANIZATION,1,232,4,0.2175712824279627
PHOSPHATE ION TRANSMEMBRANE TRANSPORT,1,232,4,0.2175712824279627
SULFATION,1,232,4,0.2175712824279627
GLYCOSYL COMPOUND CATABOLIC PROCESS,1,232,4,0.2175712824279627
REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY,1,232,4,0.2175712824279627
HEPATIC STELLATE CELL ACTIVATION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF INTERLEUKIN 4 PRODUCTION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF T CELL CYTOKINE PRODUCTION,1,232,4,0.2175712824279627
PURINE NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS,1,232,4,0.2175712824279627
GLUCOSAMINE CONTAINING COMPOUND METABOLIC PROCESS,1,232,4,0.2175712824279627
PHOSPHATIDYLINOSITOL 3 PHOSPHATE BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
FATTY ACID BETA OXIDATION,1,232,4,0.2175712824279627
SMALL INTESTINE SMOOTH MUSCLE CONTRACTION,1,232,4,0.2175712824279627
CEREBELLAR GRANULAR LAYER FORMATION,1,232,4,0.2175712824279627
FIBROBLAST APOPTOTIC PROCESS,1,232,4,0.2175712824279627
PROGESTERONE RECEPTOR SIGNALING PATHWAY,1,232,4,0.2175712824279627
CEREBELLAR GRANULAR LAYER DEVELOPMENT,1,232,4,0.2175712824279627
CEREBELLAR GRANULAR LAYER MORPHOGENESIS,1,232,4,0.2175712824279627
POSITIVE REGULATION OF CELLULAR RESPIRATION,1,232,4,0.2175712824279627
REGULATION OF KILLING OF CELLS OF ANOTHER ORGANISM,1,232,4,0.2175712824279627
PURINE NUCLEOBASE CATABOLIC PROCESS,1,232,4,0.2175712824279627
ANTIFUNGAL HUMORAL RESPONSE,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF MACROAUTOPHAGY,1,232,4,0.2175712824279627
POSITIVE REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION,1,232,4,0.2175712824279627
LIPID DROPLET ORGANIZATION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF CELL CELL ADHESION MEDIATED BY CADHERIN,1,232,4,0.2175712824279627
NUCLEOSIDE CATABOLIC PROCESS,1,232,4,0.2175712824279627
RESPONSE TO CARBON DIOXIDE,1,232,4,0.2175712824279627
REGULATION OF T HELPER 2 CELL CYTOKINE PRODUCTION,1,232,4,0.2175712824279627
CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
REGULATION OF DENDRITIC CELL DIFFERENTIATION,1,232,4,0.2175712824279627
REGULATION OF PROTEIN POLYUBIQUITINATION,1,232,4,0.2175712824279627
REGULATION OF ENDODERMAL CELL DIFFERENTIATION,1,232,4,0.2175712824279627
CELL QUIESCENCE,1,232,4,0.2175712824279627
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF TOLL LIKE RECEPTOR SIGNALING PATHWAY,1,232,4,0.2175712824279627
CALCIUM ION REGULATED EXOCYTOSIS OF NEUROTRANSMITTER,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF CELL FATE SPECIFICATION,1,232,4,0.2175712824279627
POSITIVE REGULATION OF TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,1,232,4,0.2175712824279627
POSITIVE REGULATION OF UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
RESPONSE TO CHROMATE,1,232,4,0.2175712824279627
PEPTIDYL CYSTEINE MODIFICATION,1,232,4,0.2175712824279627
REGULATION OF SKELETAL MUSCLE CONTRACTION,1,232,4,0.2175712824279627
INTESTINE SMOOTH MUSCLE CONTRACTION,1,232,4,0.2175712824279627
POSITIVE REGULATION OF MRNA PROCESSING,1,232,4,0.2175712824279627
REGULATION OF UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
RESPONSE TO METHANOL,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,1,232,4,0.2175712824279627
REGULATION OF FIBROBLAST APOPTOTIC PROCESS,1,232,4,0.2175712824279627
REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE,1,232,4,0.2175712824279627
DEOXYRIBONUCLEOSIDE METABOLIC PROCESS,1,232,4,0.2175712824279627
VITAMIN CATABOLIC PROCESS,1,232,4,0.2175712824279627
GOLGI TO PLASMA MEMBRANE TRANSPORT,1,232,4,0.2175712824279627
POLYAMINE TRANSPORT,1,232,4,0.2175712824279627
HEPOXILIN METABOLIC PROCESS,1,232,4,0.2175712824279627
NK T CELL ACTIVATION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF JUN KINASE ACTIVITY,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF B CELL APOPTOTIC PROCESS,1,232,4,0.2175712824279627
ADULT FEEDING BEHAVIOR,1,232,4,0.2175712824279627
REGULATION OF EXIT FROM MITOSIS,1,232,4,0.2175712824279627
VESICLE BUDDING FROM MEMBRANE,1,232,4,0.2175712824279627
REGULATION OF BLOOD BRAIN BARRIER PERMEABILITY,1,232,4,0.2175712824279627
NUCLEOTIDE BINDING DOMAIN LEUCINE RICH REPEAT CONTAINING RECEPTOR SIGNALING PATHWAY,1,232,4,0.2175712824279627
POSITIVE REGULATION OF CELL SIZE,1,232,4,0.2175712824279627
ATRIOVENTRICULAR CANAL MORPHOGENESIS,1,232,4,0.2175712824279627
PURINE NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS,1,232,4,0.2175712824279627
RESPONSE TO ERYTHROPOIETIN,1,232,4,0.2175712824279627
POSITIVE REGULATION OF DEFENSE RESPONSE TO BACTERIUM,1,232,4,0.2175712824279627
ENDOCARDIAL CELL DIFFERENTIATION,1,232,4,0.2175712824279627
REGULATION OF INFLAMMATORY RESPONSE TO WOUNDING,1,232,4,0.2175712824279627
RESPONSE TO SODIUM PHOSPHATE,1,232,4,0.2175712824279627
SCHWANN CELL PROLIFERATION,1,232,4,0.2175712824279627
EXTRAEMBRYONIC MEMBRANE DEVELOPMENT,1,232,4,0.2175712824279627
PROLINE TRANSPORT,1,232,4,0.2175712824279627
CELL CELL JUNCTION DISASSEMBLY,1,232,4,0.2175712824279627
RESPONSE TO AMMONIUM ION,1,232,4,0.2175712824279627
LYMPHATIC ENDOTHELIAL CELL DIFFERENTIATION,1,232,4,0.2175712824279627
BLEB ASSEMBLY,1,232,4,0.2175712824279627
REGULATION OF MICROTUBULE DEPOLYMERIZATION,1,232,4,0.2175712824279627
RESPONSE TO ZINC ION STARVATION,1,232,4,0.2175712824279627
ZINC ION TRANSPORT,1,232,4,0.2175712824279627
REGULATION OF PROSTAGLANDIN SECRETION,1,232,4,0.2175712824279627
MYOSIN FILAMENT ORGANIZATION,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1,232,4,0.2175712824279627
NUCLEOBASE CATABOLIC PROCESS,1,232,4,0.2175712824279627
DEOXYRIBONUCLEOSIDE CATABOLIC PROCESS,1,232,4,0.2175712824279627
INDOLE CONTAINING COMPOUND BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
PRE B CELL DIFFERENTIATION,1,232,4,0.2175712824279627
POSITIVE REGULATION OF PROSTAGLANDIN BIOSYNTHETIC PROCESS,1,232,4,0.2175712824279627
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY,1,232,4,0.2175712824279627
MYOSIN FILAMENT ASSEMBLY,1,232,4,0.2175712824279627
T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL,1,232,4,0.2175712824279627
SPONGIOTROPHOBLAST LAYER DEVELOPMENT,1,232,4,0.2175712824279627
NEGATIVE REGULATION OF PROGRAMMED NECROTIC CELL DEATH,1,232,4,0.2175712824279627
POSITIVE REGULATION OF ENAMEL MINERALIZATION,1,232,4,0.2175712824279627
INTERMEMBRANE LIPID TRANSFER,1,232,4,0.2175712824279627
PROSTAGLANDIN SECRETION,1,232,4,0.2175712824279627
TUBE LUMEN CAVITATION,1,232,4,0.2175712824279627
CHROMOSOME CONDENSATION,1,232,4,0.2175712824279627
MALE SEX DETERMINATION,1,232,4,0.2175712824279627
GROWTH HORMONE SECRETION,1,232,4,0.2175712824279627
QUATERNARY AMMONIUM GROUP TRANSPORT,1,232,4,0.2175712824279627
POSITIVE REGULATION OF FEEDING BEHAVIOR,1,232,4,0.2175712824279627
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION,9,232,112,0.22015562687183382
CALCIUM ION TRANSPORT,10,232,127,0.22148969810379818
RESPONSE TO METAL ION,10,232,127,0.22148969810379818
POSITIVE REGULATION OF AUTOPHAGY,2,232,15,0.22314142525290723
REGULATION OF MYELOID CELL APOPTOTIC PROCESS,2,232,15,0.22314142525290723
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,2,232,15,0.22314142525290723
REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,2,232,15,0.22314142525290723
RESPONSE TO PH,2,232,15,0.22314142525290723
T CELL MEDIATED CYTOTOXICITY,2,232,15,0.22314142525290723
MACROAUTOPHAGY,2,232,15,0.22314142525290723
REPLACEMENT OSSIFICATION,2,232,15,0.22314142525290723
NEGATIVE REGULATION OF INSULIN SECRETION,2,232,15,0.22314142525290723
POSITIVE REGULATION OF FATTY ACID METABOLIC PROCESS,2,232,15,0.22314142525290723
CELLULAR RESPONSE TO GLUCOSE STARVATION,2,232,15,0.22314142525290723
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS,2,232,15,0.22314142525290723
NEGATIVE REGULATION OF AUTOPHAGY,2,232,15,0.22314142525290723
CELLULAR RESPONSE TO LIPID,15,232,203,0.2240909103289562
MYELOID LEUKOCYTE MEDIATED IMMUNITY,4,232,41,0.2248537699815949
POSITIVE REGULATION OF LIPID LOCALIZATION,4,232,41,0.2248537699815949
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,4,232,41,0.2248537699815949
REGULATION OF ALPHA BETA T CELL ACTIVATION,4,232,41,0.2248537699815949
NEGATIVE REGULATION OF ORGANELLE ORGANIZATION,4,232,41,0.2248537699815949
MONONUCLEAR CELL MIGRATION,6,232,69,0.2253372072234067
CELLULAR COMPONENT DISASSEMBLY,6,232,69,0.2253372072234067
POSITIVE REGULATION OF SECRETION,10,232,128,0.22861886820356714
POSITIVE REGULATION OF NF KAPPAB TRANSCRIPTION FACTOR ACTIVITY,3,232,28,0.23040855279454658
REGULATION OF ORGANELLE ASSEMBLY,3,232,28,0.23040855279454658
NEGATIVE REGULATION OF GLIOGENESIS,3,232,28,0.23040855279454658
ADIPOSE TISSUE DEVELOPMENT,3,232,28,0.23040855279454658
CELLULAR COMPONENT MAINTENANCE,3,232,28,0.23040855279454658
POSITIVE REGULATION OF FAT CELL DIFFERENTIATION,3,232,28,0.23040855279454658
BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH HOST,3,232,28,0.23040855279454658
KILLING OF CELLS OF ANOTHER ORGANISM,3,232,28,0.23040855279454658
CHEMICAL HOMEOSTASIS,21,232,298,0.23458513066881231
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,6,232,70,0.23521183232313847
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS,6,232,70,0.23521183232313847
POSITIVE REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,4,232,42,0.23787168791353075
COLLAGEN METABOLIC PROCESS,4,232,42,0.23787168791353075
INNER EAR MORPHOGENESIS,5,232,56,0.2380920598653989
NEGATIVE REGULATION OF CATABOLIC PROCESS,5,232,56,0.2380920598653989
MACROMOLECULE CATABOLIC PROCESS,12,232,160,0.2411350302307996
REGULATION OF ORGANELLE ORGANIZATION,12,232,160,0.2411350302307996
TRANSMEMBRANE TRANSPORT,24,232,347,0.2431056086979652
POSITIVE REGULATION OF CELLULAR COMPONENT BIOGENESIS,9,232,115,0.24318596962528058
NEGATIVE REGULATION OF CATALYTIC ACTIVITY,6,232,71,0.24521870598102016
VASCULAR ENDOTHELIAL CELL PROLIFERATION,2,232,16,0.24566495305048844
REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS,2,232,16,0.24566495305048844
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION,2,232,16,0.24566495305048844
