pathway,overlap,gene_set_size,pathway_size,p_value
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY,1,232,11,0.49101910730610754
REGULATION OF CD8 POSITIVE ALPHA BETA T CELL ACTIVATION,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF BLOOD PRESSURE,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS,1,232,11,0.49101910730610754
PHOSPHOLIPID CATABOLIC PROCESS,1,232,11,0.49101910730610754
INFLAMMATORY CELL APOPTOTIC PROCESS,1,232,11,0.49101910730610754
AROMATIC AMINO ACID METABOLIC PROCESS,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF LIPID TRANSPORT,1,232,11,0.49101910730610754
MINERALOCORTICOID METABOLIC PROCESS,1,232,11,0.49101910730610754
BLOOD COAGULATION FIBRIN CLOT FORMATION,1,232,11,0.49101910730610754
MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,1,232,11,0.49101910730610754
DOPAMINE METABOLIC PROCESS,1,232,11,0.49101910730610754
LYMPH VESSEL MORPHOGENESIS,1,232,11,0.49101910730610754
RESPONSE TO ATP,1,232,11,0.49101910730610754
AMYLOID BETA FORMATION,1,232,11,0.49101910730610754
REGULATION OF POLYSACCHARIDE BIOSYNTHETIC PROCESS,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF FIBROBLAST PROLIFERATION,1,232,11,0.49101910730610754
CELLULAR RESPONSE TO ESTRADIOL STIMULUS,1,232,11,0.49101910730610754
INFLAMMATORY RESPONSE TO WOUNDING,1,232,11,0.49101910730610754
PROTEIN ACTIVATION CASCADE,1,232,11,0.49101910730610754
REGULATION OF CHOLESTEROL STORAGE,1,232,11,0.49101910730610754
POSITIVE REGULATION OF AMIDE METABOLIC PROCESS,1,232,11,0.49101910730610754
REGULATION OF GRANULOCYTE DIFFERENTIATION,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF PROTEIN CONTAINING COMPLEX DISASSEMBLY,1,232,11,0.49101910730610754
POSITIVE REGULATION OF HEMOSTASIS,1,232,11,0.49101910730610754
CHOLESTEROL STORAGE,1,232,11,0.49101910730610754
NEUTROPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE,1,232,11,0.49101910730610754
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT,1,232,11,0.49101910730610754
GENOMIC IMPRINTING,1,232,11,0.49101910730610754
POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT,1,232,11,0.49101910730610754
HEMATOPOIETIC STEM CELL DIFFERENTIATION,1,232,11,0.49101910730610754
POSITIVE THYMIC T CELL SELECTION,1,232,11,0.49101910730610754
ER NUCLEUS SIGNALING PATHWAY,1,232,11,0.49101910730610754
ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE,1,232,11,0.49101910730610754
REGULATION OF AMYLOID BETA FORMATION,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF STEM CELL DIFFERENTIATION,1,232,11,0.49101910730610754
RESPONSE TO PROTOZOAN,1,232,11,0.49101910730610754
NEGATIVE REGULATION OF TISSUE REMODELING,1,232,11,0.49101910730610754
MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION,1,232,11,0.49101910730610754
ANGIOGENESIS INVOLVED IN WOUND HEALING,1,232,11,0.49101910730610754
POSITIVE REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORT,3,232,44,0.4913135289949836
NEUTROPHIL MIGRATION,3,232,44,0.4913135289949836
ESTABLISHMENT OF ORGANELLE LOCALIZATION,4,232,61,0.49572029038084653
RESPONSE TO FIBROBLAST GROWTH FACTOR,4,232,61,0.49572029038084653
ORGANELLE LOCALIZATION,5,232,78,0.49880457695211744
PHENOL CONTAINING COMPOUND BIOSYNTHETIC PROCESS,2,232,28,0.5030099188079622
RESPONSE TO IONIZING RADIATION,2,232,28,0.5030099188079622
POSITIVE REGULATION OF ORGAN GROWTH,2,232,28,0.5030099188079622
ACTIN POLYMERIZATION OR DEPOLYMERIZATION,2,232,28,0.5030099188079622
NEUROMUSCULAR PROCESS CONTROLLING BALANCE,2,232,28,0.5030099188079622
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT,2,232,28,0.5030099188079622
VESICLE LOCALIZATION,2,232,28,0.5030099188079622
MONOATOMIC ION TRANSPORT,18,232,297,0.5038397121411933
REGULATION OF LIPID TRANSPORT,3,232,45,0.5065589863850574
CEREBRAL CORTEX DEVELOPMENT,3,232,45,0.5065589863850574
ORGANELLE FISSION,4,232,62,0.5086815800621038
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,4,232,62,0.5086815800621038
POSITIVE REGULATION OF MONOATOMIC ION TRANSPORT,4,232,62,0.5086815800621038
POSITIVE REGULATION OF GENE EXPRESSION,23,232,382,0.5090422470314827
RETINA HOMEOSTASIS,1,232,12,0.5213747800837379
POSITIVE REGULATION OF MRNA METABOLIC PROCESS,1,232,12,0.5213747800837379
REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,1,232,12,0.5213747800837379
NEGATIVE REGULATION OF ASTROCYTE DIFFERENTIATION,1,232,12,0.5213747800837379
CELL DIFFERENTIATION IN HINDBRAIN,1,232,12,0.5213747800837379
PROSTANOID METABOLIC PROCESS,1,232,12,0.5213747800837379
C21 STEROID HORMONE BIOSYNTHETIC PROCESS,1,232,12,0.5213747800837379
CEREBELLAR CORTEX MORPHOGENESIS,1,232,12,0.5213747800837379
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION,1,232,12,0.5213747800837379
REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,232,12,0.5213747800837379
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,1,232,12,0.5213747800837379
NEGATIVE REGULATION OF STRIATED MUSCLE CELL APOPTOTIC PROCESS,1,232,12,0.5213747800837379
POSTSYNAPTIC MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,1,232,12,0.5213747800837379
PHOSPHATIDYLINOSITOL METABOLIC PROCESS,1,232,12,0.5213747800837379
INTERFERON BETA PRODUCTION,1,232,12,0.5213747800837379
NEGATIVE REGULATION OF ORGAN GROWTH,1,232,12,0.5213747800837379
REGULATION OF SUPEROXIDE METABOLIC PROCESS,1,232,12,0.5213747800837379
REGULATION OF T CELL DIFFERENTIATION IN THYMUS,1,232,12,0.5213747800837379
IMMUNE RESPONSE TO TUMOR CELL,1,232,12,0.5213747800837379
REGULATION OF SYNAPTIC TRANSMISSION GABAERGIC,1,232,12,0.5213747800837379
POSITIVE REGULATION OF COAGULATION,1,232,12,0.5213747800837379
DETERMINATION OF ADULT LIFESPAN,1,232,12,0.5213747800837379
IMMUNOGLOBULIN PRODUCTION INVOLVED IN IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,1,232,12,0.5213747800837379
LYMPHOCYTE COSTIMULATION,1,232,12,0.5213747800837379
POSITIVE REGULATION OF GENE EXPRESSION EPIGENETIC,1,232,12,0.5213747800837379
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1,232,12,0.5213747800837379
POSITIVE REGULATION OF BEHAVIOR,1,232,12,0.5213747800837379
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS,1,232,12,0.5213747800837379
PROTEIN LOCALIZATION TO CELL SURFACE,1,232,12,0.5213747800837379
POSITIVE REGULATION OF DNA RECOMBINATION,1,232,12,0.5213747800837379
PROTEIN O LINKED GLYCOSYLATION,1,232,12,0.5213747800837379
ENAMEL MINERALIZATION,1,232,12,0.5213747800837379
AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,1,232,12,0.5213747800837379
ENDOTHELIAL CELL CHEMOTAXIS,1,232,12,0.5213747800837379
LONG TERM SYNAPTIC DEPRESSION,1,232,12,0.5213747800837379
RESPONSE TO CORTICOSTERONE,1,232,12,0.5213747800837379
L GLUTAMATE IMPORT,1,232,12,0.5213747800837379
RADIAL GLIAL CELL DIFFERENTIATION,1,232,12,0.5213747800837379
POSITIVE REGULATION OF T CELL MIGRATION,1,232,12,0.5213747800837379
RESPONSE TO GROWTH HORMONE,1,232,12,0.5213747800837379
REGULATION OF DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,1,232,12,0.5213747800837379
POSITIVE REGULATION OF LEUKOCYTE DEGRANULATION,1,232,12,0.5213747800837379
POSITIVE REGULATION OF AMINE TRANSPORT,1,232,12,0.5213747800837379
PHOSPHATE ION HOMEOSTASIS,1,232,12,0.5213747800837379
REGULATION OF ACTIVATED T CELL PROLIFERATION,1,232,12,0.5213747800837379
PROTEIN LOCALIZATION TO CHROMOSOME,1,232,12,0.5213747800837379
CELLULAR RESPONSE TO UV,1,232,12,0.5213747800837379
AMINO ACID IMPORT ACROSS PLASMA MEMBRANE,1,232,12,0.5213747800837379
RESPONSE TO VITAMIN D,1,232,12,0.5213747800837379
REGULATION OF ACUTE INFLAMMATORY RESPONSE,1,232,12,0.5213747800837379
HEMATOPOIETIC STEM CELL PROLIFERATION,1,232,12,0.5213747800837379
BASEMENT MEMBRANE ORGANIZATION,1,232,12,0.5213747800837379
GOLGI VESICLE TRANSPORT,1,232,12,0.5213747800837379
MAINTENANCE OF LOCATION,4,232,63,0.521493000128325
REGULATION OF GLIOGENESIS,4,232,63,0.521493000128325
PHENOL CONTAINING COMPOUND METABOLIC PROCESS,3,232,46,0.5215660266238937
OSTEOCLAST DIFFERENTIATION,3,232,46,0.5215660266238937
REGULATION OF LEUKOCYTE MIGRATION,5,232,80,0.5216583562739606
NEUROINFLAMMATORY RESPONSE,2,232,29,0.5220034595867032
CELLULAR RESPONSE TO ACID CHEMICAL,2,232,29,0.5220034595867032
TISSUE REGENERATION,2,232,29,0.5220034595867032
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,2,232,29,0.5220034595867032
EPIDERMIS DEVELOPMENT,10,232,166,0.5317117866597889
REGULATION OF TUBE SIZE,4,232,64,0.5341458630155099
STEROID BIOSYNTHETIC PROCESS,3,232,47,0.5363232149488373
REGULATION OF ORGAN GROWTH,3,232,47,0.5363232149488373
REGULATION OF COAGULATION,2,232,30,0.5405068150874512
RESPONSE TO CHEMOKINE,2,232,30,0.5405068150874512
REGULATION OF INTRACELLULAR TRANSPORT,2,232,30,0.5405068150874512
BONE RESORPTION,2,232,30,0.5405068150874512
STEROL HOMEOSTASIS,2,232,30,0.5405068150874512
LEUKOCYTE CHEMOTAXIS,5,232,82,0.5440619665798235
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION,4,232,65,0.5466321704458802
RESPONSE TO XENOBIOTIC STIMULUS,9,232,151,0.548209592333958
CYTOKINE MEDIATED SIGNALING PATHWAY,8,232,134,0.5492192044303403
REGULATION OF CELL FATE SPECIFICATION,1,232,13,0.5499273774148189
REGULATION OF AMINO ACID TRANSPORT,1,232,13,0.5499273774148189
BIOLOGICAL PHASE,1,232,13,0.5499273774148189
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,1,232,13,0.5499273774148189
CELL CELL RECOGNITION,1,232,13,0.5499273774148189
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL,1,232,13,0.5499273774148189
RESPONSE TO FLUID SHEAR STRESS,1,232,13,0.5499273774148189
SMOOTH MUSCLE CELL APOPTOTIC PROCESS,1,232,13,0.5499273774148189
RESPONSE TO DEXAMETHASONE,1,232,13,0.5499273774148189
NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,1,232,13,0.5499273774148189
EPIGENETIC PROGRAMMING OF GENE EXPRESSION,1,232,13,0.5499273774148189
P38MAPK CASCADE,1,232,13,0.5499273774148189
RESPONSE TO STEROL,1,232,13,0.5499273774148189
PROTEIN DEPHOSPHORYLATION,1,232,13,0.5499273774148189
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION,1,232,13,0.5499273774148189
REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,1,232,13,0.5499273774148189
NEGATIVE REGULATION OF CANONICAL NF KAPPAB SIGNAL TRANSDUCTION,1,232,13,0.5499273774148189
VENTRAL SPINAL CORD INTERNEURON DIFFERENTIATION,1,232,13,0.5499273774148189
TETRAPYRROLE METABOLIC PROCESS,1,232,13,0.5499273774148189
OLEFINIC COMPOUND BIOSYNTHETIC PROCESS,1,232,13,0.5499273774148189
MEMBRANE PROTEIN PROTEOLYSIS,1,232,13,0.5499273774148189
GLUCOCORTICOID METABOLIC PROCESS,1,232,13,0.5499273774148189
FAT SOLUBLE VITAMIN METABOLIC PROCESS,1,232,13,0.5499273774148189
POSITIVE REGULATION OF CELL CYCLE G1 S PHASE TRANSITION,1,232,13,0.5499273774148189
POSITIVE REGULATION OF B CELL MEDIATED IMMUNITY,1,232,13,0.5499273774148189
CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,1,232,13,0.5499273774148189
FOAM CELL DIFFERENTIATION,1,232,13,0.5499273774148189
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY RENIN ANGIOTENSIN,1,232,13,0.5499273774148189
PROTEIN FOLDING,1,232,13,0.5499273774148189
REGULATION OF POLYSACCHARIDE METABOLIC PROCESS,1,232,13,0.5499273774148189
SIGNALING RECEPTOR LIGAND PRECURSOR PROCESSING,1,232,13,0.5499273774148189
TOLERANCE INDUCTION,1,232,13,0.5499273774148189
PRESYNAPTIC MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,1,232,13,0.5499273774148189
LONG CHAIN FATTY ACID TRANSPORT,1,232,13,0.5499273774148189
LIPOSACCHARIDE METABOLIC PROCESS,1,232,13,0.5499273774148189
STARTLE RESPONSE,1,232,13,0.5499273774148189
RESPONSE TO AMINE,1,232,13,0.5499273774148189
CATECHOL CONTAINING COMPOUND BIOSYNTHETIC PROCESS,1,232,13,0.5499273774148189
MESODERMAL CELL FATE COMMITMENT,1,232,13,0.5499273774148189
RESPONSE TO ANGIOTENSIN,1,232,13,0.5499273774148189
CEREBRAL CORTEX RADIALLY ORIENTED CELL MIGRATION,1,232,13,0.5499273774148189
REGULATION OF NEURON APOPTOTIC PROCESS,5,232,83,0.5550794368114012
SENSORY ORGAN MORPHOGENESIS,9,232,152,0.556412212525593
STRIATED MUSCLE ADAPTATION,2,232,31,0.5585109084906233
POSITIVE REGULATION OF TRANSPORT,15,232,255,0.5587487632692403
RNA PROCESSING,3,232,49,0.5650489112534011
REGULATION OF STEM CELL PROLIFERATION,3,232,49,0.5650489112534011
ACTIN FILAMENT ORGANIZATION,5,232,84,0.5659665407193792
NEGATIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,8,232,136,0.5665061793104789
ORGANELLE ASSEMBLY,8,232,136,0.5665061793104789
EAR DEVELOPMENT,7,232,119,0.5690052295548207
MEMBRANE ORGANIZATION,7,232,119,0.5690052295548207
POSITIVE REGULATION OF PROGRAMMED CELL DEATH,10,232,171,0.5707036110866934
POTASSIUM ION TRANSPORT,4,232,67,0.5710764670334558
CYTOSKELETON ORGANIZATION,15,232,257,0.5714842368978692
ANGIOGENESIS,12,232,206,0.574864405064246
HORMONE BIOSYNTHETIC PROCESS,2,232,32,0.5760094605975479
DNA RECOMBINATION,2,232,32,0.5760094605975479
MAST CELL ACTIVATION,2,232,32,0.5760094605975479
NEGATIVE REGULATION OF MITOTIC CELL CYCLE,2,232,32,0.5760094605975479
B CELL ACTIVATION,5,232,85,0.5767181619352881
REGULATION OF PROTEIN IMPORT INTO NUCLEUS,1,232,14,0.5767835627131116
SERTOLI CELL DIFFERENTIATION,1,232,14,0.5767835627131116
POTASSIUM ION HOMEOSTASIS,1,232,14,0.5767835627131116
NEUROPEPTIDE SIGNALING PATHWAY,1,232,14,0.5767835627131116
BILE ACID METABOLIC PROCESS,1,232,14,0.5767835627131116
MITOCHONDRIAL TRANSPORT,1,232,14,0.5767835627131116
KETONE BIOSYNTHETIC PROCESS,1,232,14,0.5767835627131116
AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS,1,232,14,0.5767835627131116
REGULATION OF PROTEIN UBIQUITINATION,1,232,14,0.5767835627131116
ESTROGEN RECEPTOR SIGNALING PATHWAY,1,232,14,0.5767835627131116
INTERFERON MEDIATED SIGNALING PATHWAY,1,232,14,0.5767835627131116
REGULATION OF RESPONSE TO NUTRIENT LEVELS,1,232,14,0.5767835627131116
POSITIVE REGULATION OF JNK CASCADE,1,232,14,0.5767835627131116
RESPONSE TO TESTOSTERONE,1,232,14,0.5767835627131116
AMYLOID BETA CLEARANCE,1,232,14,0.5767835627131116
REGULATION OF PRESYNAPSE ORGANIZATION,1,232,14,0.5767835627131116
RELAXATION OF MUSCLE,1,232,14,0.5767835627131116
POSITIVE REGULATION OF MUSCLE CONTRACTION,1,232,14,0.5767835627131116
MEIOSIS I CELL CYCLE PROCESS,1,232,14,0.5767835627131116
RESPONSE TO INTERLEUKIN 4,1,232,14,0.5767835627131116
POSITIVE REGULATION OF D GLUCOSE IMPORT,1,232,14,0.5767835627131116
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY,1,232,14,0.5767835627131116
L ALPHA AMINO ACID TRANSMEMBRANE TRANSPORT,1,232,14,0.5767835627131116
POSITIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS,1,232,14,0.5767835627131116
POSITIVE REGULATION OF NEUTROPHIL MIGRATION,1,232,14,0.5767835627131116
AMINE BIOSYNTHETIC PROCESS,1,232,14,0.5767835627131116
POSITIVE REGULATION OF GLUCOSE METABOLIC PROCESS,1,232,14,0.5767835627131116
POSITIVE REGULATION OF POST TRANSLATIONAL PROTEIN MODIFICATION,1,232,14,0.5767835627131116
POSITIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION,1,232,14,0.5767835627131116
MATERNAL PLACENTA DEVELOPMENT,1,232,14,0.5767835627131116
GLIAL CELL DEVELOPMENT,3,232,50,0.5790009645858181
PHOSPHOLIPID METABOLIC PROCESS,3,232,50,0.5790009645858181
REGULATION OF PROTEIN CATABOLIC PROCESS,3,232,50,0.5790009645858181
PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS,4,232,68,0.583021743999657
REGULATION OF ENDOTHELIAL CELL MIGRATION,4,232,68,0.583021743999657
REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT,3,232,51,0.592670124427962
REGULATION OF RESPONSE TO WOUNDING,3,232,51,0.592670124427962
ENDOCHONDRAL BONE MORPHOGENESIS,2,232,33,0.5929986917546125
POSITIVE REGULATION OF LIPID TRANSPORT,2,232,33,0.5929986917546125
GLYCEROPHOSPHOLIPID METABOLIC PROCESS,2,232,33,0.5929986917546125
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM,2,232,33,0.5929986917546125
REGULATION OF POSTSYNAPSE ORGANIZATION,2,232,33,0.5929986917546125
LONG TERM SYNAPTIC POTENTIATION,2,232,33,0.5929986917546125
NEGATIVE REGULATION OF MAPK CASCADE,2,232,33,0.5929986917546125
RESPONSE TO BMP,4,232,69,0.5947750009203037
NEGATIVE REGULATION OF MOLECULAR FUNCTION,9,232,157,0.5964842985341867
VESICLE MEDIATED TRANSPORT,15,232,261,0.5965356974851637
REGULATION OF MUSCLE SYSTEM PROCESS,5,232,87,0.5977964051406617
REGULATION OF PROTEIN DEPOLYMERIZATION,1,232,15,0.6020437153888405
CEREBELLAR CORTEX DEVELOPMENT,1,232,15,0.6020437153888405
GLIAL CELL FATE COMMITMENT,1,232,15,0.6020437153888405
CALCIUM ION REGULATED EXOCYTOSIS,1,232,15,0.6020437153888405
REGULATION OF FILOPODIUM ASSEMBLY,1,232,15,0.6020437153888405
NEURON CELLULAR HOMEOSTASIS,1,232,15,0.6020437153888405
MORPHOGENESIS OF AN EPITHELIAL FOLD,1,232,15,0.6020437153888405
SKELETAL MUSCLE CONTRACTION,1,232,15,0.6020437153888405
RESPONSE TO CADMIUM ION,1,232,15,0.6020437153888405
MONOSACCHARIDE BIOSYNTHETIC PROCESS,1,232,15,0.6020437153888405
POSTSYNAPTIC SIGNAL TRANSDUCTION,1,232,15,0.6020437153888405
NEGATIVE REGULATION OF TYPE II INTERFERON PRODUCTION,1,232,15,0.6020437153888405
PROTEOGLYCAN BIOSYNTHETIC PROCESS,1,232,15,0.6020437153888405
AMYLOID BETA METABOLIC PROCESS,1,232,15,0.6020437153888405
REGULATION OF CELL SUBSTRATE JUNCTION ORGANIZATION,1,232,15,0.6020437153888405
REGULATION OF MRNA SPLICING VIA SPLICEOSOME,1,232,15,0.6020437153888405
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION,1,232,15,0.6020437153888405
POSITIVE REGULATION OF INTRACELLULAR TRANSPORT,1,232,15,0.6020437153888405
POSITIVE REGULATION OF B CELL PROLIFERATION,1,232,15,0.6020437153888405
REGULATION OF NEUTROPHIL CHEMOTAXIS,1,232,15,0.6020437153888405
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY HORMONE,1,232,15,0.6020437153888405
DETECTION OF LIGHT STIMULUS,1,232,15,0.6020437153888405
NEGATIVE REGULATION OF MUSCLE HYPERTROPHY,1,232,15,0.6020437153888405
NEGATIVE REGULATION OF LIPID LOCALIZATION,1,232,15,0.6020437153888405
POSITIVE REGULATION OF COLLAGEN METABOLIC PROCESS,1,232,15,0.6020437153888405
POSITIVE REGULATION OF STEROID BIOSYNTHETIC PROCESS,1,232,15,0.6020437153888405
POTASSIUM ION IMPORT ACROSS PLASMA MEMBRANE,1,232,15,0.6020437153888405
REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,1,232,15,0.6020437153888405
RESPONSE TO DIETARY EXCESS,1,232,15,0.6020437153888405
SPINAL CORD PATTERNING,1,232,15,0.6020437153888405
LYMPH VESSEL DEVELOPMENT,1,232,15,0.6020437153888405
REGULATION OF B CELL MEDIATED IMMUNITY,1,232,15,0.6020437153888405
ICOSANOID TRANSPORT,1,232,15,0.6020437153888405
NEGATIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,1,232,15,0.6020437153888405
POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS,1,232,15,0.6020437153888405
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE,1,232,15,0.6020437153888405
EATING BEHAVIOR,1,232,15,0.6020437153888405
REGULATION OF PROTEIN CONTAINING COMPLEX DISASSEMBLY,1,232,15,0.6020437153888405
SKELETAL MUSCLE TISSUE REGENERATION,1,232,15,0.6020437153888405
NEGATIVE REGULATION OF STEM CELL PROLIFERATION,1,232,15,0.6020437153888405
REGULATION OF HUMORAL IMMUNE RESPONSE,1,232,15,0.6020437153888405
POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL,1,232,15,0.6020437153888405
MYOBLAST FUSION,1,232,15,0.6020437153888405
REGULATION OF CELL SIZE,3,232,52,0.6060509747709706
CILIUM ORGANIZATION,3,232,52,0.6060509747709706
SKELETAL MUSCLE CELL DIFFERENTIATION,3,232,52,0.6060509747709706
DIGESTIVE TRACT MORPHOGENESIS,2,232,34,0.6094770490882652
CHEMOKINE PRODUCTION,2,232,34,0.6094770490882652
REGULATION OF HEART GROWTH,2,232,34,0.6094770490882652
CELLULAR RESPONSE TO CALCIUM ION,2,232,34,0.6094770490882652
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,2,232,34,0.6094770490882652
REGULATION OF OSTEOCLAST DIFFERENTIATION,2,232,34,0.6094770490882652
MRNA PROCESSING,2,232,34,0.6094770490882652
REGULATION OF PROTEIN BINDING,2,232,34,0.6094770490882652
REGULATION OF STEM CELL DIFFERENTIATION,2,232,34,0.6094770490882652
REGULATION OF ANATOMICAL STRUCTURE SIZE,8,232,142,0.6165323093430557
REGULATED EXOCYTOSIS,4,232,71,0.6176866879723084
CELL FATE SPECIFICATION,5,232,89,0.6182807796953647
RETINA DEVELOPMENT IN CAMERA TYPE EYE,5,232,89,0.6182807796953647
EXOCYTOSIS,5,232,89,0.6182807796953647
BONE MORPHOGENESIS,3,232,53,0.6191391081488244
REGULATION OF PHOSPHORUS METABOLIC PROCESS,13,232,230,0.6197511620767303
NATURAL KILLER CELL MEDIATED IMMUNITY,2,232,35,0.6254449571147269
TRANSMISSION OF NERVE IMPULSE,2,232,35,0.6254449571147269
ENDOCRINE PROCESS,2,232,35,0.6254449571147269
CELLULAR RESPONSE TO HYPOXIA,2,232,35,0.6254449571147269
FEMALE GAMETE GENERATION,2,232,35,0.6254449571147269
JNK CASCADE,2,232,35,0.6254449571147269
REGULATION OF NEUTROPHIL MIGRATION,1,232,16,0.6258022995447305
SYNAPTIC TRANSMISSION GABAERGIC,1,232,16,0.6258022995447305
GLUTAMATERGIC NEURON DIFFERENTIATION,1,232,16,0.6258022995447305
EMBRYONIC DIGESTIVE TRACT MORPHOGENESIS,1,232,16,0.6258022995447305
CELL PROLIFERATION IN FOREBRAIN,1,232,16,0.6258022995447305
REGULATION OF ERBB SIGNALING PATHWAY,1,232,16,0.6258022995447305
CEREBRAL CORTEX CELL MIGRATION,1,232,16,0.6258022995447305
LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE,1,232,16,0.6258022995447305
RETINAL GANGLION CELL AXON GUIDANCE,1,232,16,0.6258022995447305
CELL DIFFERENTIATION INVOLVED IN EMBRYONIC PLACENTA DEVELOPMENT,1,232,16,0.6258022995447305
LONG TERM MEMORY,1,232,16,0.6258022995447305
ACTIVIN RECEPTOR SIGNALING PATHWAY,1,232,16,0.6258022995447305
UTERUS DEVELOPMENT,1,232,16,0.6258022995447305
POSITIVE REGULATION OF CHONDROCYTE DIFFERENTIATION,1,232,16,0.6258022995447305
LYMPH NODE DEVELOPMENT,1,232,16,0.6258022995447305
THYMIC T CELL SELECTION,1,232,16,0.6258022995447305
REGULATION OF ENDOPEPTIDASE ACTIVITY,1,232,16,0.6258022995447305
REGULATION OF DIGESTIVE SYSTEM PROCESS,1,232,16,0.6258022995447305
POSITIVE REGULATION OF REGULATED SECRETORY PATHWAY,1,232,16,0.6258022995447305
POSITIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL ACTIVATION,1,232,16,0.6258022995447305
POSITIVE REGULATION OF ORGANIC ACID TRANSPORT,1,232,16,0.6258022995447305
POSITIVE REGULATION OF ALPHA BETA T CELL DIFFERENTIATION,1,232,16,0.6258022995447305
REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1,232,16,0.6258022995447305
REGULATION OF MEMBRANE LIPID DISTRIBUTION,1,232,16,0.6258022995447305
ACTIVATION OF PROTEIN KINASE ACTIVITY,1,232,16,0.6258022995447305
NEGATIVE REGULATION OF MYOBLAST DIFFERENTIATION,1,232,16,0.6258022995447305
NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS,1,232,16,0.6258022995447305
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS,1,232,16,0.6258022995447305
POSITIVE REGULATION OF STEM CELL DIFFERENTIATION,1,232,16,0.6258022995447305
REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS,1,232,16,0.6258022995447305
RESPONSE TO MINERALOCORTICOID,1,232,16,0.6258022995447305
POSITIVE REGULATION OF LYMPHOCYTE MIGRATION,1,232,16,0.6258022995447305
RESPONSE TO ALCOHOL,5,232,90,0.6282914119787488
BONE DEVELOPMENT,5,232,91,0.6381436437354395
ERK1 AND ERK2 CASCADE,5,232,91,0.6381436437354395
